,Year,StateAbbr,Data_Value,GeoLocation,Short_Question_Text,CityName,Median_Income
15777,2016,CA,26.0,"(34.0678010853, -118.03678929)",Core preventive services for older women,El Monte,44707.0
15778,2016,CA,85.6,"(34.1848165271, -118.220286406)",Pap Smear Test,Glendale,
15779,2016,CA,,"(33.8940256244, -118.343348935)",Teeth Loss,Hawthorne,
15780,2016,CA,5.6,"(37.5465021171, -121.976577005)",Teeth Loss,Fremont,
15781,2016,CA,50.0,"(34.1090218496, -117.407491595)",Colorectal Cancer Screening,Fontana,
15782,2016,CA,48.5,"(36.7778241353, -119.745944983)",Dental Visit,Fresno,
15783,2016,CA,37.4,"(32.776174037, -116.955799412)",Core preventive services for older women,El Cajon,
15784,2016,CA,86.2,"(33.1217552611, -117.05428835)",Pap Smear Test,Escondido,
15785,2016,CA,12.2,"(38.6941057432, -121.156458238)",Teeth Loss,Folsom,
15786,2016,CA,40.7,"(36.734681253, -119.827635515)",Sleep <7 hours,Fresno,
15787,2016,CA,32.1,"(37.6431465537, -122.068696888)",Core preventive services for older men,Hayward,
15788,2016,CA,65.8,"(34.1554511513, -118.259769931)",Colorectal Cancer Screening,Glendale,
15789,2016,CA,71.3,"(38.416268947, -121.362367189)",Dental Visit,Elk Grove,
15790,2016,CA,16.7,"(34.070898583, -118.019895935)",Teeth Loss,El Monte,44707.0
15791,2016,CA,85.7,"(33.9328869442, -118.349792024)",Pap Smear Test,Hawthorne,
15792,2016,CA,18.7,"(34.0636216985, -118.016181809)",Core preventive services for older men,El Monte,44707.0
15793,2016,CA,59.6,"(33.856726293, -117.958868034)",Colorectal Cancer Screening,Fullerton,
15794,2016,CA,36.3,"(34.1403263774, -118.261783059)",Sleep <7 hours,Glendale,
15795,2016,CA,79.4,"(38.2953373755, -122.027977793)",Mammography,Fairfield,83341.0
15796,2016,CA,6.9,"(38.4113934287, -121.467258631)",Teeth Loss,Elk Grove,
15797,2016,CA,39.2,"(37.5529715199, -121.963621395)",Core preventive services for older women,Fremont,
15798,2016,CA,19.0,"(36.734681253, -119.827635515)",Core preventive services for older women,Fresno,
15799,2016,CA,28.9,"(33.8797568578, -117.91808174)",Sleep <7 hours,Fullerton,
15800,2016,CA,5.8,"(33.8866381715, -117.956863701)",Teeth Loss,Fullerton,
15801,2016,CA,33.6,"(38.2558446343, -122.039303253)",Core preventive services for older men,Fairfield,83341.0
15802,2016,CA,52.9,"(34.0528913647, -118.026694869)",Dental Visit,El Monte,44707.0
15803,2016,CA,80.2,"(36.827668861, -119.88064896)",Mammography,Fresno,
15804,2016,CA,20.1,"(33.9055546115, -118.341667031)",Core preventive services for older men,Hawthorne,
15805,2016,CA,62.7,"(33.7844585233, -117.9907548)",Colorectal Cancer Screening,Garden Grove,
15806,2016,CA,55.4,"(36.7826786711, -119.794126569)",Dental Visit,Fresno,
15807,2016,CA,37.2,"(33.106029378, -117.069654459)",Sleep <7 hours,Escondido,
15808,2016,CA,5.8,"(37.5729294791, -122.053260935)",Teeth Loss,Fremont,
15809,2016,CA,78.4,"(36.7773213536, -119.869167444)",Mammography,Fresno,
15810,2016,CA,,"(38.6767435245, -121.199044413)",Core preventive services for older men,Folsom,
15811,2016,CA,80.1,"(37.673926605, -122.083156789)",Mammography,Hayward,
15812,2016,CA,18.2,"(34.0568366309, -117.511504634)",Teeth Loss,Fontana,
15813,2016,CA,54.0,"(32.7909111594, -116.938128903)",Dental Visit,El Cajon,
15814,2016,CA,36.0,"(34.1723661052, -118.288661445)",Sleep <7 hours,Glendale,
15815,2016,CA,76.7,"(36.7396583621, -119.709256757)",Pap Smear Test,Fresno,
15816,2016,CA,79.0,"(36.8446787032, -119.756730387)",Mammography,Fresno,
15817,2016,CA,82.6,"(38.4344280101, -121.312150302)",Pap Smear Test,Elk Grove,
15818,2016,CA,36.3,"(34.1616302512, -118.299288552)",Sleep <7 hours,Glendale,
15819,2016,CA,26.5,"(36.7613332262, -119.727278653)",Core preventive services for older men,Fresno,
15820,2016,CA,77.6,"(34.1752478503, -118.286932206)",Mammography,Glendale,
15821,2016,CA,40.5,"(36.7096955152, -119.781696293)",Dental Visit,Fresno,
15822,2016,CA,68.8,"(36.8313761674, -119.808721817)",Colorectal Cancer Screening,Fresno,
15823,2016,CA,35.5,"(34.1690049267, -118.206071997)",Core preventive services for older men,Glendale,
15824,2016,CA,27.3,"(34.1139318689, -117.495485935)",Core preventive services for older men,Fontana,
15825,2016,CA,77.5,"(36.7583431393, -119.781017025)",Mammography,Fresno,
15826,2016,CA,31.5,"(33.7885092421, -118.035068052)",Sleep <7 hours,Garden Grove,
15827,2016,CA,34.7,"(38.416268947, -121.362367189)",Sleep <7 hours,Elk Grove,
15828,2016,CA,47.6,"(38.2655649004, -122.039682142)",Dental Visit,Fairfield,83341.0
15829,2016,CA,42.7,"(36.8317551891, -119.832874296)",Core preventive services for older men,Fresno,
15830,2016,CA,81.4,"(33.0839557597, -117.090260058)",Mammography,Escondido,
15831,2016,CA,78.6,"(36.7639143005, -119.849109339)",Pap Smear Test,Fresno,
15832,2016,CA,38.2,"(38.4014986594, -121.425544712)",Sleep <7 hours,Elk Grove,
15833,2016,CA,80.3,"(34.0723218827, -117.444761876)",Mammography,Fontana,
15834,2016,CA,52.2,"(34.0883143203, -117.407672027)",Dental Visit,Fontana,
15835,2016,CA,78.9,"(33.77802786, -117.914846658)",Pap Smear Test,Garden Grove,
15836,2016,CA,60.2,"(32.7977008303, -116.942091764)",Colorectal Cancer Screening,El Cajon,
15837,2016,CA,67.5,"(38.4299066657, -121.408091166)",Colorectal Cancer Screening,Elk Grove,
15838,2016,CA,25.1,"(34.1273038718, -118.253080863)",Core preventive services for older men,Glendale,
15839,2016,CA,6.8,"(38.6750494328, -121.147605753)",Teeth Loss,Folsom,
15840,2016,CA,62.3,"(33.1383261232, -117.047602818)",Colorectal Cancer Screening,Escondido,
15841,2016,CA,14.5,"(34.0521632979, -118.014180976)",Teeth Loss,El Monte,44707.0
15842,2016,CA,79.0,"(33.8793825678, -117.893411571)",Mammography,Fullerton,
15843,2016,CA,39.5,"(34.073919653, -118.029071951)",Sleep <7 hours,El Monte,44707.0
15844,2016,CA,77.6,"(38.6969946611, -121.130758625)",Colorectal Cancer Screening,Folsom,
15845,2016,CA,80.0,"(38.4158558722, -121.412219211)",Mammography,Elk Grove,
15846,2016,CA,81.5,"(36.8590846061, -119.739134182)",Pap Smear Test,Fresno,
15847,2016,CA,60.7,"(33.9091623958, -118.356852525)",Colorectal Cancer Screening,Hawthorne,
15848,2016,CA,49.0,"(34.1046172795, -117.482461909)",Dental Visit,Fontana,
15849,2016,CA,31.6,"(33.0992558875, -117.100941572)",Core preventive services for older men,Escondido,
15850,2016,CA,78.5,"(36.8444241833, -119.792414055)",Pap Smear Test,Fresno,
15851,2016,CA,,"(38.6767435245, -121.199044413)",Core preventive services for older women,Folsom,
15852,2016,CA,9.1,"(36.8154664163, -119.832148261)",Teeth Loss,Fresno,
15853,2016,CA,59.8,"(33.7737752157, -117.944155258)",Dental Visit,Garden Grove,
15854,2016,CA,77.1,"(36.7389812549, -119.728839374)",Pap Smear Test,Fresno,
15855,2016,CA,79.9,"(38.4267512585, -121.459162102)",Mammography,Elk Grove,
15856,2016,CA,78.4,"(36.7829437553, -119.83524852)",Mammography,Fresno,
15857,2016,CA,31.8,"(33.7545397188, -117.945849741)",Core preventive services for older men,Garden Grove,
15858,2016,CA,27.7,"(38.2352607601, -122.070589585)",Core preventive services for older men,Fairfield,83341.0
15859,2016,CA,70.2,"(34.1848165271, -118.220286406)",Colorectal Cancer Screening,Glendale,
15860,2016,CA,6.7,"(38.2859968513, -121.985917773)",Teeth Loss,Fairfield,83341.0
15861,2016,CA,9.6,"(37.6854433474, -122.059525876)",Teeth Loss,Hayward,
15862,2016,CA,12.5,"(33.7770077484, -117.987613188)",Teeth Loss,Garden Grove,
15863,2016,CA,69.4,"(34.0947354938, -118.031077795)",Colorectal Cancer Screening,El Monte,44707.0
15864,2016,CA,81.4,"(33.8637798204, -117.954814848)",Pap Smear Test,Fullerton,
15865,2016,CA,34.4,"(33.7786940635, -117.960111162)",Core preventive services for older men,Garden Grove,
15866,2016,CA,40.7,"(34.0993754753, -117.435786515)",Sleep <7 hours,Fontana,
15867,2016,CA,22.5,"(36.8188041781, -119.742311427)",Teeth Loss,Fresno,
15868,2016,CA,33.6,"(33.1098334576, -117.112920844)",Core preventive services for older women,Escondido,
15869,2016,CA,82.2,"(33.9025050288, -117.89352342)",Pap Smear Test,Fullerton,
15870,2016,CA,80.8,"(37.5362999593, -121.960052268)",Pap Smear Test,Fremont,
15871,2016,CA,,"(37.6667259054, -122.10796508)",Dental Visit,Hayward,
15872,2016,CA,76.4,"(37.4707220611, -121.912868128)",Dental Visit,Fremont,
15873,2016,CA,29.2,"(36.7250069021, -119.759148174)",Teeth Loss,Fresno,
15874,2016,CA,79.4,"(37.5772104496, -121.988861605)",Mammography,Fremont,
15875,2016,CA,16.4,"(33.907376118, -118.330840056)",Teeth Loss,Hawthorne,
15876,2016,CA,26.8,"(34.073919653, -118.029071951)",Core preventive services for older women,El Monte,44707.0
15877,2016,CA,59.4,"(36.7835764094, -119.689001395)",Colorectal Cancer Screening,Fresno,
15878,2016,CA,28.7,"(33.8805821156, -117.907682104)",Sleep <7 hours,Fullerton,
15879,2016,CA,83.8,"(33.8755051906, -117.925773882)",Pap Smear Test,Fullerton,
15880,2016,CA,23.3,"(36.7369244966, -119.792773396)",Core preventive services for older men,Fresno,
15881,2016,CA,33.1,"(37.65577281, -122.001143312)",Sleep <7 hours,Hayward,
15882,2016,CA,78.9,"(36.7722646548, -119.795044577)",Mammography,Fresno,
15883,2016,CA,82.7,"(34.1351283982, -118.249193674)",Pap Smear Test,Glendale,
15884,2016,CA,39.1,"(34.1046172795, -117.482461909)",Sleep <7 hours,Fontana,
15885,2016,CA,30.8,"(34.1488474929, -118.238773481)",Core preventive services for older men,Glendale,
15886,2016,CA,79.0,"(36.7756016999, -119.682068663)",Mammography,Fresno,
15887,2016,CA,53.0,"(37.6518300646, -122.085181722)",Dental Visit,Hayward,
15888,2016,CA,79.2,"(37.5465021171, -121.976577005)",Mammography,Fremont,
15889,2016,CA,79.8,"(36.7468157905, -119.745394581)",Pap Smear Test,Fresno,
15890,2016,CA,49.1,"(33.907376118, -118.330840056)",Dental Visit,Hawthorne,
15891,2016,CA,18.3,"(36.7463214762, -119.708328404)",Teeth Loss,Fresno,
15892,2016,CA,21.2,"(33.9283066614, -118.35673816)",Core preventive services for older men,Hawthorne,
15893,2016,CA,57.1,"(36.8159767247, -119.789702705)",Dental Visit,Fresno,
15894,2016,CA,45.5,"(36.7583431393, -119.781017025)",Colorectal Cancer Screening,Fresno,
15895,2016,CA,77.8,"(33.9622692413, -118.117158323)",Mammography,Downey,75742.0
15896,2016,CA,40.0,"(38.4455364756, -121.38853742)",Sleep <7 hours,Elk Grove,
15897,2016,CA,23.9,"(34.0725481977, -117.42698448)",Core preventive services for older women,Fontana,
15898,2016,CA,10.1,"(33.937867256, -118.131150116)",Teeth Loss,Downey,75742.0
15899,2016,CA,39.6,"(34.0685046098, -118.006189305)",Sleep <7 hours,El Monte,44707.0
15900,2016,CA,30.7,"(33.8926354778, -117.880231588)",Core preventive services for older women,Fullerton,
15901,2016,CA,35.0,"(36.841804595, -119.910772515)",Sleep <7 hours,Fresno,
15902,2016,CA,37.9,"(33.1313347083, -117.078173905)",Sleep <7 hours,Escondido,
15903,2016,CA,81.6,"(37.6428260807, -122.061310521)",Pap Smear Test,Hayward,
15904,2016,CA,21.2,"(36.7103610707, -119.757203826)",Core preventive services for older men,Fresno,
15905,2016,CA,9.2,"(33.9520412951, -118.143955809)",Teeth Loss,Downey,75742.0
15906,2016,CA,84.2,"(38.6516975598, -121.152391049)",Pap Smear Test,Folsom,
15907,2016,CA,,"(33.925721909, -118.330042247)",Mammography,Hawthorne,
15908,2016,CA,56.8,"(38.2640189806, -122.013828202)",Dental Visit,Fairfield,83341.0
15909,2016,CA,,"(36.6702873896, -119.903407961)",Pap Smear Test,Fresno,
15910,2016,CA,31.7,"(36.8031607512, -119.825397363)",Sleep <7 hours,Fresno,
15911,2016,CA,36.4,"(33.8982570358, -118.339552144)",Core preventive services for older women,Hawthorne,
15912,2016,CA,54.7,"(36.7255013415, -119.728073065)",Dental Visit,Fresno,
15913,2016,CA,80.8,"(38.4014986594, -121.425544712)",Pap Smear Test,Elk Grove,
15914,2016,CA,9.6,"(32.7886294043, -116.980488351)",Teeth Loss,El Cajon,
15915,2016,CA,59.9,"(36.687783683, -119.760202602)",Colorectal Cancer Screening,Fresno,
15916,2016,CA,78.1,"(33.7957983447, -117.971525822)",Mammography,Garden Grove,
15917,2016,CA,23.5,"(36.790477448, -119.763329961)",Teeth Loss,Fresno,
15918,2016,CA,38.3,"(38.2796905567, -121.945221201)",Sleep <7 hours,Fairfield,83341.0
15919,2016,CA,71.7,"(37.5424223515, -121.967807631)",Dental Visit,Fremont,
15920,2016,CA,28.2,"(38.2471913227, -122.045034982)",Core preventive services for older women,Fairfield,83341.0
15921,2016,CA,85.0,"(34.0969908918, -118.02418028)",Pap Smear Test,El Monte,44707.0
15922,2016,CA,23.4,"(34.0994738381, -117.413993968)",Core preventive services for older men,Fontana,
15923,2016,CA,74.1,"(38.2953373755, -122.027977793)",Colorectal Cancer Screening,Fairfield,83341.0
15924,2016,CA,56.3,"(33.7655644727, -117.980424137)",Colorectal Cancer Screening,Garden Grove,
15925,2016,CA,21.8,"(32.7912947349, -116.959918446)",Core preventive services for older men,El Cajon,
15926,2016,CA,30.9,"(36.687783683, -119.760202602)",Core preventive services for older men,Fresno,
15927,2016,CA,79.3,"(33.1364570919, -117.104896824)",Mammography,Escondido,
15928,2016,CA,33.3,"(33.8637798204, -117.954814848)",Sleep <7 hours,Fullerton,
15929,2016,CA,35.5,"(38.288733354, -122.051822267)",Sleep <7 hours,Fairfield,83341.0
15930,2016,CA,38.7,"(34.0974227833, -117.459241285)",Sleep <7 hours,Fontana,
15931,2016,CA,78.8,"(38.6762556489, -121.175262956)",Mammography,Folsom,
15932,2016,CA,59.4,"(33.7957664131, -117.979911344)",Dental Visit,Garden Grove,
15933,2016,CA,35.9,"(37.5647792775, -122.046486867)",Sleep <7 hours,Fremont,
15934,2016,CA,83.3,"(38.288733354, -122.051822267)",Pap Smear Test,Fairfield,83341.0
15935,2016,CA,36.0,"(33.9440174108, -118.156033937)",Sleep <7 hours,Downey,75742.0
15936,2016,CA,65.8,"(38.2796905567, -121.945221201)",Colorectal Cancer Screening,Fairfield,83341.0
15937,2016,CA,10.9,"(34.1488474929, -118.238773481)",Teeth Loss,Glendale,
15938,2016,CA,40.9,"(36.7096955152, -119.781696293)",Sleep <7 hours,Fresno,
15939,2016,CA,36.4,"(36.8339102267, -119.745073235)",Core preventive services for older men,Fresno,
15940,2016,CA,35.2,"(38.6654892735, -121.120210164)",Core preventive services for older women,Folsom,
15941,2016,CA,38.1,"(37.5772104496, -121.988861605)",Core preventive services for older women,Fremont,
15942,2016,CA,79.3,"(36.767408471, -119.768387222)",Pap Smear Test,Fresno,
15943,2016,CA,40.1,"(36.8455932837, -119.839588594)",Core preventive services for older women,Fresno,
15944,2016,CA,20.3,"(37.6348664698, -122.069749065)",Teeth Loss,Hayward,
15945,2016,CA,80.4,"(38.1862737088, -122.144324565)",Mammography,Fairfield,83341.0
15946,2016,CA,77.2,"(33.7884783426, -117.919554312)",Mammography,Garden Grove,
15947,2016,CA,7.7,"(33.8797568578, -117.91808174)",Teeth Loss,Fullerton,
15948,2016,CA,32.0,"(33.8604798822, -117.945942814)",Core preventive services for older men,Fullerton,
15949,2016,CA,11.6,"(37.6329591551, -122.077051051)",Teeth Loss,Hayward,
15950,2016,CA,64.7,"(34.1488474929, -118.238773481)",Colorectal Cancer Screening,Glendale,
15951,2016,CA,61.3,"(36.8194481701, -119.763208703)",Colorectal Cancer Screening,Fresno,
15952,2016,CA,34.6,"(37.5278685405, -121.984121512)",Sleep <7 hours,Fremont,
15953,2016,CA,67.3,"(38.4381524685, -121.339287038)",Dental Visit,Elk Grove,
15954,2016,CA,59.0,"(36.7803243901, -119.894175869)",Colorectal Cancer Screening,Fresno,
15955,2016,CA,28.7,"(33.902044527, -117.922161609)",Sleep <7 hours,Fullerton,
15956,2016,CA,71.6,"(36.7826786711, -119.794126569)",Pap Smear Test,Fresno,
15957,2016,CA,29.5,"(32.7920615434, -116.927054127)",Core preventive services for older women,El Cajon,
15958,2016,CA,79.9,"(38.4163491309, -121.343936436)",Mammography,Elk Grove,
15959,2016,CA,33.5,"(33.856726293, -117.958868034)",Core preventive services for older men,Fullerton,
15960,2016,CA,34.5,"(37.5509732413, -121.98500843)",Sleep <7 hours,Fremont,
15961,2016,CA,36.4,"(37.5278685405, -121.984121512)",Core preventive services for older men,Fremont,
15962,2016,CA,75.8,"(34.2293999062, -118.257241034)",Dental Visit,Glendale,
15963,2016,CA,82.5,"(33.8608345846, -117.928632917)",Pap Smear Test,Fullerton,
15964,2016,CA,39.2,"(36.7829437553, -119.83524852)",Sleep <7 hours,Fresno,
15965,2016,CA,82.3,"(34.1725899312, -117.48009008)",Mammography,Fontana,
15966,2016,CA,16.8,"(33.9200581301, -118.348142482)",Teeth Loss,Hawthorne,
15967,2016,CA,65.8,"(37.6298655647, -122.100274834)",Colorectal Cancer Screening,Hayward,
15968,2016,CA,81.1,"(33.907376118, -118.330840056)",Mammography,Hawthorne,
15969,2016,CA,27.3,"(34.0993754753, -117.435786515)",Teeth Loss,Fontana,
15970,2016,CA,32.6,"(37.6181518113, -122.038949767)",Core preventive services for older women,Hayward,
15971,2016,CA,38.9,"(37.6389235833, -122.043155181)",Sleep <7 hours,Hayward,
15972,2016,CA,22.4,"(33.1383261232, -117.047602818)",Core preventive services for older men,Escondido,
15973,2016,CA,79.5,"(33.8735239719, -117.953593053)",Mammography,Fullerton,
15974,2016,CA,25.0,"(34.1102336992, -117.444726192)",Core preventive services for older women,Fontana,
15975,2016,CA,34.2,"(32.820233335, -116.950727171)",Sleep <7 hours,El Cajon,
15976,2016,CA,19.9,"(34.0473540056, -118.021852001)",Core preventive services for older men,El Monte,44707.0
15977,2016,CA,29.7,"(38.4380823236, -121.362468296)",Core preventive services for older men,Elk Grove,
15978,2016,CA,23.4,"(36.7255013415, -119.728073065)",Core preventive services for older women,Fresno,
15979,2016,CA,52.1,"(33.8044901106, -117.972545534)",Colorectal Cancer Screening,Garden Grove,
15980,2016,CA,31.2,"(36.7977184104, -119.767817285)",Core preventive services for older men,Fresno,
15981,2016,CA,14.7,"(32.8016581921, -116.960483614)",Teeth Loss,El Cajon,
15982,2016,CA,82.7,"(36.7585394705, -119.803702363)",Pap Smear Test,Fresno,
15983,2016,CA,31.2,"(36.8049372902, -119.742954796)",Core preventive services for older men,Fresno,
15984,2016,CA,21.7,"(36.7468174322, -119.763430393)",Core preventive services for older men,Fresno,
15985,2016,CA,77.0,"(38.650622722, -121.129303807)",Colorectal Cancer Screening,Folsom,
15986,2016,CA,27.9,"(32.8139548245, -116.944201437)",Core preventive services for older women,El Cajon,
15987,2016,CA,10.1,"(33.8732654443, -117.936078397)",Teeth Loss,Fullerton,
15988,2016,CA,66.1,"(34.0876922316, -118.056165354)",Dental Visit,El Monte,44707.0
15989,2016,CA,36.3,"(37.5184218909, -121.951523828)",Core preventive services for older women,Fremont,
15990,2016,CA,69.6,"(37.5184218909, -121.951523828)",Colorectal Cancer Screening,Fremont,
15991,2016,CA,40.6,"(34.0532437058, -118.032383339)",Sleep <7 hours,El Monte,44707.0
15992,2016,CA,23.8,"(36.7901385564, -119.835359884)",Core preventive services for older women,Fresno,
15993,2016,CA,37.7,"(33.8926354778, -117.880231588)",Core preventive services for older men,Fullerton,
15994,2016,CA,7.6,"(36.8617231869, -119.794980517)",Teeth Loss,Fresno,
15995,2016,CA,86.5,"(33.903737924, -118.3308405)",Pap Smear Test,Hawthorne,
15996,2016,CA,69.0,"(37.5168344959, -121.96059174)",Dental Visit,Fremont,
15997,2016,CA,31.1,"(38.4011372894, -121.473819842)",Core preventive services for older women,Elk Grove,
15998,2016,CA,64.7,"(33.8982570358, -118.339552144)",Colorectal Cancer Screening,Hawthorne,
15999,2016,CA,32.8,"(32.7886294043, -116.980488351)",Sleep <7 hours,El Cajon,
16000,2016,CA,79.4,"(36.7354914702, -119.805504389)",Mammography,Fresno,
16001,2016,CA,76.6,"(33.8805821156, -117.907682104)",Dental Visit,Fullerton,
16002,2016,CA,67.7,"(33.1494752565, -117.087055104)",Dental Visit,Escondido,
16003,2016,CA,29.2,"(36.790477448, -119.763329961)",Core preventive services for older men,Fresno,
16004,2016,CA,49.3,"(36.6980325972, -119.798653315)",Colorectal Cancer Screening,Fresno,
16005,2016,CA,34.4,"(36.7756016999, -119.682068663)",Sleep <7 hours,Fresno,
16006,2016,CA,38.4,"(34.1584395026, -118.273665765)",Core preventive services for older women,Glendale,
16007,2016,CA,34.3,"(33.8637759526, -117.963723797)",Core preventive services for older women,Fullerton,
16008,2016,CA,41.1,"(33.9004166505, -117.948617368)",Core preventive services for older men,Fullerton,
16009,2016,CA,53.8,"(33.9192168329, -118.334106771)",Dental Visit,Hawthorne,
16010,2016,CA,78.1,"(36.7431895362, -119.690895629)",Mammography,Fresno,
16011,2016,CA,38.5,"(36.827668861, -119.88064896)",Core preventive services for older men,Fresno,
16012,2016,CA,75.5,"(34.0653423041, -118.057833131)",Mammography,El Monte,44707.0
16013,2016,CA,77.9,"(36.7977184104, -119.767817285)",Mammography,Fresno,
16014,2016,CA,36.4,"(37.5635007483, -122.030537253)",Core preventive services for older women,Fremont,
16015,2016,CA,75.4,"(37.5717252206, -122.002658583)",Dental Visit,Fremont,
16016,2016,CA,85.6,"(32.7770502575, -116.968891753)",Pap Smear Test,El Cajon,
16017,2016,CA,38.4,"(36.8185913201, -119.85075293)",Core preventive services for older men,Fresno,
16018,2016,CA,32.4,"(36.7721368968, -119.810860659)",Sleep <7 hours,Fresno,
16019,2016,CA,58.6,"(32.8113727631, -116.955002757)",Colorectal Cancer Screening,El Cajon,
16020,2016,CA,28.9,"(34.0947354938, -118.031077795)",Core preventive services for older men,El Monte,44707.0
16021,2016,CA,23.5,"(32.7968869674, -116.959330124)",Core preventive services for older women,El Cajon,
16022,2016,CA,79.0,"(36.8880192628, -119.738997386)",Dental Visit,Fresno,
16023,2016,CA,78.6,"(32.798404254, -116.910132139)",Dental Visit,El Cajon,
16024,2016,CA,80.5,"(32.8191684923, -116.916720471)",Mammography,El Cajon,
16025,2016,CA,24.8,"(36.7561221869, -119.794216167)",Core preventive services for older women,Fresno,
16026,2016,CA,8.5,"(34.1662571444, -118.260947807)",Teeth Loss,Glendale,
16027,2016,CA,4.1,"(37.4871504837, -121.896412269)",Teeth Loss,Fremont,
16028,2016,CA,68.3,"(38.6762556489, -121.175262956)",Dental Visit,Folsom,
16029,2016,CA,62.2,"(36.8321013247, -119.870221435)",Dental Visit,Fresno,
16030,2016,CA,17.9,"(36.7826786711, -119.794126569)",Teeth Loss,Fresno,
16031,2016,CA,47.7,"(33.9200581301, -118.348142482)",Dental Visit,Hawthorne,
16032,2016,CA,81.4,"(38.2762630868, -122.015673129)",Pap Smear Test,Fairfield,83341.0
16033,2016,CA,27.5,"(36.767354277, -119.872420655)",Core preventive services for older women,Fresno,
16034,2016,CA,34.6,"(33.7707220926, -117.903701717)",Core preventive services for older men,Garden Grove,
16035,2016,CA,32.9,"(33.1098334576, -117.112920844)",Sleep <7 hours,Escondido,
16036,2016,CA,,"(37.6667259054, -122.10796508)",Core preventive services for older men,Hayward,
16037,2016,CA,39.7,"(34.0994738381, -117.413993968)",Sleep <7 hours,Fontana,
16038,2016,CA,56.6,"(36.801071844, -119.787276771)",Dental Visit,Fresno,
16039,2016,CA,27.3,"(33.856726293, -117.958868034)",Core preventive services for older women,Fullerton,
16040,2016,CA,24.5,"(34.0974227833, -117.459241285)",Core preventive services for older men,Fontana,
16041,2016,CA,83.4,"(34.0528913647, -118.026694869)",Pap Smear Test,El Monte,44707.0
16042,2016,CA,20.2,"(36.7395319852, -119.745386109)",Core preventive services for older men,Fresno,
16043,2016,CA,78.3,"(37.6121733606, -122.126841145)",Pap Smear Test,Hayward,
16044,2016,CA,29.5,"(36.7540826844, -119.763465427)",Dental Visit,Fresno,
16045,2016,CA,23.0,"(36.754193342, -119.727136636)",Core preventive services for older women,Fresno,
16046,2016,CA,84.7,"(32.7840083565, -116.96969968)",Pap Smear Test,El Cajon,
16047,2016,CA,80.1,"(38.386848394, -121.425060547)",Mammography,Elk Grove,
16048,2016,CA,82.7,"(36.8846402873, -119.757030265)",Pap Smear Test,Fresno,
16049,2016,CA,55.1,"(33.7545397188, -117.945849741)",Dental Visit,Garden Grove,
16050,2016,CA,79.8,"(36.8308067084, -119.789373773)",Pap Smear Test,Fresno,
16051,2016,CA,27.7,"(38.4267512585, -121.459162102)",Core preventive services for older women,Elk Grove,
16052,2016,CA,30.0,"(36.8890202746, -119.768223542)",Sleep <7 hours,Fresno,
16053,2016,CA,81.6,"(34.1102336992, -117.444726192)",Mammography,Fontana,
16054,2016,CA,26.5,"(34.1251088953, -117.442686228)",Core preventive services for older women,Fontana,
16055,2016,CA,80.3,"(33.9040272823, -117.876052078)",Mammography,Fullerton,
16056,2016,CA,37.6,"(33.7711172464, -117.977359602)",Sleep <7 hours,Garden Grove,
16057,2016,CA,55.1,"(36.7901385564, -119.835359884)",Colorectal Cancer Screening,Fresno,
16058,2016,CA,80.0,"(36.7832085475, -119.763401449)",Pap Smear Test,Fresno,
16059,2016,CA,22.9,"(36.7778241353, -119.745944983)",Teeth Loss,Fresno,
16060,2016,CA,80.7,"(34.2206191756, -118.24634725)",Pap Smear Test,Glendale,
16061,2016,CA,9.2,"(38.2953373755, -122.027977793)",Teeth Loss,Fairfield,83341.0
16062,2016,CA,79.5,"(36.7096955152, -119.781696293)",Mammography,Fresno,
16063,2016,CA,76.9,"(33.7633573543, -117.92899066)",Mammography,Garden Grove,
16064,2016,CA,49.7,"(34.0715068688, -118.007756693)",Colorectal Cancer Screening,El Monte,44707.0
16065,2016,CA,79.3,"(36.81485647, -119.808806825)",Mammography,Fresno,
16066,2016,CA,35.8,"(34.1554511513, -118.259769931)",Sleep <7 hours,Glendale,
16067,2016,CA,17.2,"(33.7974077635, -117.926079982)",Teeth Loss,Garden Grove,
16068,2016,CA,25.2,"(34.0715068688, -118.007756693)",Core preventive services for older women,El Monte,44707.0
16069,2016,CA,23.1,"(36.7395156062, -119.763449355)",Core preventive services for older women,Fresno,
16070,2016,CA,30.5,"(33.9204031448, -118.358159392)",Core preventive services for older women,Hawthorne,
16071,2016,CA,78.4,"(33.8908928002, -117.902125366)",Dental Visit,Fullerton,
16072,2016,CA,61.9,"(34.042202775, -117.476584834)",Dental Visit,Fontana,
16073,2016,CA,68.5,"(38.2796905567, -121.945221201)",Dental Visit,Fairfield,83341.0
16074,2016,CA,27.8,"(33.1455819277, -117.041068894)",Core preventive services for older women,Escondido,
16075,2016,CA,35.9,"(37.5635007483, -122.030537253)",Core preventive services for older men,Fremont,
16076,2016,CA,21.4,"(33.133470798, -117.05397834)",Teeth Loss,Escondido,
16077,2016,CA,61.6,"(34.0876922316, -118.056165354)",Colorectal Cancer Screening,El Monte,44707.0
16078,2016,CA,70.6,"(34.1662571444, -118.260947807)",Dental Visit,Glendale,
16079,2016,CA,8.8,"(37.5278226306, -121.961516338)",Teeth Loss,Fremont,
16080,2016,CA,44.5,"(36.7724800665, -119.779195404)",Dental Visit,Fresno,
16081,2016,CA,80.3,"(36.8880192628, -119.738997386)",Mammography,Fresno,
